agent_id,generation,parent_id,alpha,beta,trust,fitness
188,3,119,0.8138713899485113,5.305759028641288,0.1880099283572233,376.0
176,3,109,1.1387815927051879,3.6686984441682635,0.052423644716557936,374.0
161,3,133,0.1311000363190034,4.110216226961092,0.15414568099938933,370.0
168,3,148,0.5310734382328496,3.939926194060365,0.6392356921222424,370.0
192,3,139,0.4107684350992276,4.1060667591745945,0.48504331907270143,370.0
165,3,148,0.5528057808798611,4.031245453635361,0.6384323712368507,368.0
180,3,122,0.9623778943465893,3.728961947787793,0.05830211958119536,366.0
190,3,139,0.36170024727743916,4.099384072070833,0.4680719084777752,366.0
158,3,110,0.5780695219421295,5.740939325273806,0.032902467314986604,364.0
160,3,133,0.055572665190942394,4.128051925489044,0.1344670392519475,364.0
169,3,148,0.5352892586638541,4.040055832675955,0.6449451440200743,362.0
193,3,139,0.35705451651326214,4.168252452460111,0.4751594026029445,362.0
173,3,102,0.620530855784275,5.845114763358206,0.057365318460684794,358.0
155,3,110,0.6048835722072132,5.94887764257625,0.04780681519822656,354.0
164,3,133,0.1142226775509118,4.182860068306767,0.16829263317507287,354.0
194,3,139,0.381032208888496,4.189277511415004,0.4616928107860289,354.0
157,3,110,0.5205229545690553,5.667950892050329,0.029524015226585452,352.0
171,3,102,0.6388922467592131,5.8895129782494715,0.04625224162773267,352.0
189,3,119,0.6860594929930235,5.356778374072223,0.18363216026557422,352.0
163,3,133,0.1782551122909905,4.104044814024025,0.1382311596059713,350.0
166,3,148,0.5654817519164825,3.9047094488144785,0.6340440353100742,350.0
187,3,119,0.7111959547802541,5.296581625757058,0.1772109091165208,350.0
154,3,100,0.6589792435485426,5.975878643307019,0.04341942579866788,346.0
170,3,102,0.6260154857858018,5.857889155403293,0.04599692258757776,346.0
191,3,139,0.4853717816009968,4.102674732855302,0.4688184652089325,346.0
199,3,101,0.5482590710845247,5.8497801283338795,0.05773029939866549,346.0
151,3,100,0.6401676616923488,5.900873784654304,0.04854580024499855,344.0
196,3,101,0.4996029520653035,5.875222100690938,0.04217929437368355,344.0
150,3,100,0.6667801850547336,5.904157871072209,0.052669684150175866,340.0
153,3,100,0.6348638587494296,5.940820865889796,0.04217045906664277,338.0
181,3,122,0.8703626219870353,3.644500720065594,0.04475798876983424,330.0
184,3,122,0.9423377343472592,3.6580473474124506,0.059733785895950436,318.0
182,3,122,0.9285196932705075,3.6375171820552485,0.04460396186265257,304.0
178,3,109,1.1275260570007528,3.725851608671631,0.04820219925933418,286.0
177,3,109,1.2123905620769824,3.684232868921105,0.0615996844138097,282.0
179,3,109,1.1579295663970055,3.757503319788361,0.05397429044412244,238.0
175,3,109,1.1562088146620928,3.6733073504633214,0.06792482362417904,228.0
240,4,159,0.6167758992417051,5.821874305723858,0.051359637107395,394.0
203,4,174,0.67247548018138,5.953296900493878,0.026878681479696336,392.0
214,4,172,0.6597440874607967,5.763121203462291,0.06724445395717017,392.0
222,4,156,0.5715279217325353,5.628773648314907,0.05808260317521983,392.0
233,4,198,0.5477807996619348,6.040878460840315,0.024214833072735163,392.0
241,4,159,0.5674734524739349,5.786402384899002,0.05191219150424303,392.0
201,4,174,0.7121713092435563,5.893055644670705,0.04618011148646857,388.0
243,4,159,0.6102841838223652,5.726069159871776,0.04919340258454646,388.0
219,4,183,0.8992708186883982,3.7448788548407386,0.05977603620077669,386.0
221,4,156,0.5181978253993741,5.6839030009171285,0.06018959468689733,386.0
225,4,162,0.23048168383378811,4.150160618462367,0.09964620997154794,386.0
235,4,195,0.4627051848800929,5.825198482823783,0.050530620115708164,386.0
216,4,183,0.8507989656470504,3.766591321583071,0.06747409365792288,384.0
231,4,198,0.54796111553108,5.956230835517823,0.04391123532444848,384.0
236,4,195,0.40792927456654043,5.777915707472097,0.043703509256648385,384.0
205,4,152,0.61559624900713,5.904149464337272,0.06215364209841273,382.0
210,4,172,0.6522449943970304,5.765288287086111,0.06981987022851906,382.0
237,4,195,0.3993227606993806,5.812616275253229,0.055841762383153117,382.0
207,4,152,0.5812455544997452,6.03926056671583,0.0456308976781696,378.0
232,4,198,0.5553316923277718,6.1023197797445725,0.050373211323583175,378.0
242,4,159,0.5667771899991236,5.922898022921981,0.04195422895393175,378.0
249,4,167,0.5600071517501211,4.117200577468756,0.613282709386601,374.0
229,4,162,0.21132725692445087,3.8864472579442966,0.09586127468806009,372.0
245,4,167,0.5322647978490589,3.960530010139181,0.6375638039179645,370.0
248,4,167,0.5690906104716744,4.069564213987409,0.6148435489015268,370.0
246,4,167,0.574190393941318,4.067732709758555,0.6300210911231745,366.0
228,4,162,0.18367150156210563,4.058007358985978,0.0948679642064394,360.0
226,4,162,0.16260577780673363,3.9768580593134017,0.11171128952112032,358.0
211,4,172,0.6323975379795983,5.956734060058419,0.05164656158645548,354.0
223,4,156,0.5218503276358745,5.655553677298748,0.055444787325732,354.0
238,4,195,0.44079574415319595,5.857974480746063,0.06905699659297795,354.0
247,4,167,0.5088386755401717,4.017482818947038,0.6177080056739189,354.0
208,4,152,0.6712868132804604,6.032366309505109,0.03881449381387211,352.0
234,4,198,0.4872283044327123,5.9116174111829105,0.030422681211519892,352.0
244,4,159,0.5451847105957618,5.71284932728689,0.030128412182293486,352.0
204,4,174,0.6231671374070867,5.918982483458246,0.045227293654735545,350.0
206,4,152,0.6455527716008932,5.940968071073216,0.040413524243404726,350.0
224,4,156,0.49032110446362887,5.6808703553767925,0.07080352301057209,350.0
220,4,156,0.548819299970262,5.7799459778448075,0.05042022377073227,348.0
200,4,174,0.6957924074152784,5.854263851963004,0.04436073253189591,346.0
239,4,195,0.38484892116506353,5.92192626291024,0.07245376637857556,346.0
202,4,174,0.6932114919591529,5.893697254866497,0.025846464753882144,344.0
212,4,172,0.6284770126626847,5.915677648237097,0.08367079056584784,344.0
213,4,172,0.6715044738468687,6.033026729317266,0.047347020345239424,344.0
227,4,162,0.1873585631419119,4.029036638860148,0.09470121076825928,344.0
209,4,152,0.6536037422699098,5.949628457549797,0.04117714586893975,342.0
230,4,198,0.4778401196140333,5.997475992817752,0.022837349789470152,342.0
215,4,183,0.8042673860783728,3.735885695603342,0.05722395981903526,324.0
218,4,183,0.8505947881305507,3.83534375172852,0.053326441078682764,322.0
217,4,183,0.8756850033125717,3.7364693417774397,0.05711182929276001,314.0
275,5,241,0.5202894605498299,5.797662672075339,0.040940538679065594,392.0
287,5,243,0.6030307336965391,5.59070825800099,0.03502535874000552,392.0
256,5,203,0.6897816524904855,5.954380836670886,0.034918555488418414,390.0
270,5,233,0.5171745938127303,6.122070635845211,0.009197544847714584,388.0
295,5,221,0.4727581517603163,5.798234819175228,0.05485062101199262,388.0
257,5,203,0.724540141121858,5.988521652215071,0.040710796288136675,386.0
271,5,233,0.5352137737179963,6.03168228732838,0.013581831538351371,386.0
280,5,201,0.7117990818970478,5.813387433487166,0.056992612730253994,386.0
255,5,203,0.6282500694149762,5.821731901998247,0.03112435238762592,384.0
263,5,214,0.7009500028382489,5.7391101987266975,0.06321792654484859,384.0
293,5,219,0.8685963311880335,3.6263716912426736,0.06925283912063834,384.0
297,5,221,0.5110105962922706,5.683766167653822,0.05705979346843926,384.0
261,5,214,0.7387385015760979,5.759265490556591,0.043959390376657054,382.0
286,5,243,0.56060467778382,5.690706929148755,0.0548627145738776,382.0
276,5,241,0.5750927336888148,5.676102600280915,0.047735910294354734,380.0
281,5,201,0.7038147479519736,5.837957341227435,0.05168833515056183,380.0
250,5,240,0.6466170852352656,5.784168311936578,0.054022247564652084,378.0
265,5,222,0.6130212852780167,5.688023565602115,0.05415402117681464,378.0
273,5,233,0.5657692848297929,6.038414960734823,0.007583656580603955,378.0
277,5,241,0.5497166584011087,5.881415806586679,0.04863962066385085,378.0
260,5,214,0.6562985938204946,5.704168457215913,0.07501994525257238,376.0
269,5,222,0.5746020907592874,5.573616763366813,0.059048667603583134,372.0
291,5,219,0.8384837886075672,3.7206510037946097,0.06082740458780485,370.0
254,5,240,0.6271189439469965,5.809597757432951,0.07478910519103382,364.0
283,5,201,0.7094191940820567,5.93531791270923,0.04439262987730746,362.0
290,5,219,0.9077981175210883,3.8602999412837833,0.05710213435721012,362.0
268,5,222,0.5811993181188275,5.508705414500345,0.0619749547295524,356.0
252,5,240,0.6429948889240402,5.811517126123703,0.05325502480989818,354.0
282,5,201,0.6998424962543557,5.841472508679657,0.033942912325935985,354.0
258,5,203,0.6378875603583716,5.952949311354819,0.018265114065618794,350.0
264,5,214,0.6450875832989363,5.797557323629754,0.07540308805565551,350.0
272,5,233,0.5272468696689718,5.9766307656332565,0.042797218709790905,350.0
288,5,243,0.6016151599512992,5.712269318264636,0.042876799408625134,350.0
251,5,240,0.580208269443928,5.745480639879449,0.04326645580804596,348.0
253,5,240,0.63969940906789,5.903088651864706,0.04697418381802609,348.0
267,5,222,0.5577393094332601,5.542504936563448,0.0577743506781687,348.0
298,5,221,0.551153232317737,5.56243343612522,0.07047726923057372,348.0
274,5,233,0.5837475017185179,6.030217350747088,0.022411091187482187,346.0
279,5,241,0.541561082266183,5.801035309843094,0.04657876422711551,346.0
285,5,243,0.6074335971935001,5.804641340860293,0.0402010322428077,346.0
289,5,243,0.6006753246334013,5.671435876190584,0.03517716875333838,346.0
299,5,221,0.5418289451506115,5.688282740689745,0.052905735421703806,346.0
262,5,214,0.7109578524943815,5.775090684654506,0.05545958071637149,344.0
278,5,241,0.6376725787820179,5.904790506876905,0.04821265980434558,344.0
259,5,203,0.6843648212097876,6.074631561986001,0.03197615454357634,340.0
266,5,222,0.6238687839360755,5.526720737007642,0.05769670208650232,340.0
284,5,201,0.7565139997065763,5.873732630893299,0.04374625157882073,338.0
296,5,221,0.5202931474414232,5.669605869741334,0.06894434068077326,338.0
292,5,219,0.8986776610945166,3.7147328113950566,0.0660485210637264,324.0
294,5,219,0.8812060576995041,3.667839211031398,0.0528315945800709,314.0
323,6,295,0.4677879588401393,5.835978269394445,0.06542975211084334,392.0
342,6,255,0.5900347361525348,5.756642441801957,0.03468624560657849,392.0
336,6,280,0.661910606453359,5.886092736277685,0.049112784301411035,390.0
308,6,287,0.6513345427624342,5.616856033941428,0.051149652164584246,388.0
311,6,256,0.70250357133391,5.922307186352958,0.0401632963108765,388.0
317,6,270,0.5457581262927774,6.082586231012656,0.012052051347163585,388.0
320,6,295,0.4557527966646537,5.897719716950116,0.046021438347748994,388.0
330,6,271,0.5194252725466113,6.094182539452718,0.011216078936356772,388.0
335,6,280,0.7348978067267246,5.717215324811326,0.06680892245326465,386.0
343,6,255,0.6335401772628887,5.8455611217767665,0.032692303658794795,386.0
301,6,275,0.5029838379004941,5.831083067317752,0.0345232394831849,384.0
307,6,287,0.5348507669790477,5.655478003628706,0.033799870747258084,384.0
337,6,280,0.7605112114889234,5.805631501089688,0.04723894822916908,384.0
349,6,263,0.7058968617189997,5.724624635782802,0.06803980594064987,384.0
318,6,270,0.42781405736152867,5.9457765830397395,0.026969986032498436,382.0
325,6,257,0.7023690619402058,5.929205088491777,0.05759715302496584,382.0
329,6,257,0.7632614341838018,6.026541421374156,0.033347605495038304,382.0
300,6,275,0.504820550608919,5.786150174832783,0.047994795241059734,378.0
334,6,271,0.5501959303051106,6.085257546297432,0.002151468297357578,378.0
348,6,263,0.6817896380361188,5.722336804747981,0.06827360697239351,378.0
326,6,257,0.7181126778777018,5.966784716071327,0.035816716942499674,376.0
333,6,271,0.6014575319220422,6.032204276516554,0.022904113837489963,376.0
338,6,280,0.6469726107101349,5.954790127839107,0.0702363682802977,376.0
339,6,280,0.6705402699056672,5.757724394221211,0.06675585758085673,376.0
345,6,263,0.7419750090315699,5.684048474836041,0.06916055746762131,372.0
304,6,275,0.5594857611692715,5.748385116604917,0.040059856478368384,358.0
315,6,270,0.5028650018439412,6.063991246768921,0.008019269662138576,358.0
305,6,287,0.5477816148560755,5.54005952943593,0.040649317362868774,356.0
331,6,271,0.5053332159009126,5.989734579654743,0.001750029538281371,356.0
341,6,255,0.6067960271902352,5.649543055092823,0.03888806448645862,356.0
310,6,256,0.6608828747032702,5.969419467974348,0.0427003154707067,352.0
314,6,256,0.6648411289681506,5.822156500636239,0.02464954436914875,352.0
332,6,271,0.5532510072625964,5.917749537456104,0.015303306746722402,352.0
306,6,287,0.5838770011627279,5.477804519658332,0.021697148844118462,350.0
313,6,256,0.6738687459946757,5.946917370065352,0.043854709356620454,350.0
340,6,255,0.5875908187242276,5.875424428354002,0.032382326629531,350.0
344,6,255,0.6407820462792237,5.756781701345477,0.02007590920991271,350.0
309,6,287,0.6178432607703968,5.551608094143485,0.03949230933050202,348.0
319,6,270,0.5657164194397377,6.13579442677328,0.0,348.0
322,6,295,0.5082854336997311,5.844031788370578,0.048162107701625906,348.0
324,6,295,0.3883221795375316,5.821690346370092,0.053030622614103386,348.0
328,6,257,0.7088660302924514,5.866162108759088,0.03875598109949797,348.0
312,6,256,0.6387400638277754,6.006916150390201,0.028097140393558172,346.0
346,6,263,0.6287461227670896,5.7119989696224645,0.0642096533127676,346.0
302,6,275,0.499718287976974,5.645973645296313,0.05776128621870735,344.0
303,6,275,0.47547663415770725,5.749995392467963,0.03880319439916079,344.0
347,6,263,0.6821103332452945,5.628496332624248,0.06373019610171074,344.0
321,6,295,0.41548980333778873,5.791348006508517,0.03528892982053079,342.0
327,6,257,0.744071176951559,5.936539115464362,0.04301886585723415,334.0
316,6,270,0.4924398911806877,6.100309831762892,0.0,332.0
375,7,317,0.5133015405822741,6.028288219913236,0.014122479292381352,394.0
389,7,330,0.4134163640466831,6.064561071721983,0.017714554747879908,394.0
356,7,342,0.554218554630846,5.71108806786132,0.036732588149529975,392.0
378,7,317,0.5376314115055284,6.055309694484413,0.006258574150178443,392.0
381,7,320,0.44690621745050607,5.912514655937831,0.03087774518714577,392.0
398,7,343,0.620142248806646,5.944104359741139,0.03141415858762595,392.0
369,7,308,0.6893970874796039,5.709104563541275,0.04206866269480532,390.0
371,7,311,0.657126256735749,5.826728052658427,0.02938006215181932,390.0
395,7,343,0.6486042447468757,5.943720929052873,0.027529217366599242,390.0
396,7,343,0.6437169682041654,5.750316346092159,0.032051290238512095,390.0
364,7,336,0.6440944337224026,5.798140176819738,0.044145782833045634,388.0
380,7,320,0.4535895641711117,5.916589023841221,0.03011973602698855,388.0
354,7,323,0.43245514057613643,5.845963098860135,0.07340433145480528,384.0
355,7,342,0.5518819309081245,5.769736905683418,0.030370055315491102,384.0
357,7,342,0.7201346403582827,5.615367941744887,0.037354824030667935,384.0
376,7,317,0.5308730815065485,6.070530752985397,0.011211145214755436,384.0
382,7,320,0.4054902764328178,5.950072125320084,0.026863754112711007,384.0
383,7,320,0.5090905117717723,5.819362382088467,0.0412558457841486,384.0
388,7,330,0.48719483854265877,6.187490870581573,0.004381708244823116,384.0
394,7,335,0.7617420812347054,5.602741645434948,0.057301177539617866,384.0
399,7,343,0.665350693803252,5.653033616119165,0.03752787838865751,384.0
350,7,323,0.492463745197032,5.90093578991121,0.07432356043130094,382.0
372,7,311,0.7086597641622713,5.751595623201757,0.04193704758345239,382.0
353,7,323,0.5019387470849969,5.879579161402339,0.06306827747135478,380.0
367,7,308,0.6299894240789927,5.594254237396168,0.04093087240493116,380.0
374,7,311,0.6472532563349337,5.874009297421929,0.02389715159242826,380.0
352,7,323,0.38774159354125387,5.782109897079404,0.08820499773316165,378.0
368,7,308,0.6777511279607574,5.458071740410806,0.027063458871052156,378.0
386,7,330,0.5139201695350462,6.00428297761378,0.016936364656193695,376.0
384,7,320,0.4702084795772586,5.831924339955116,0.05929258599689323,372.0
393,7,335,0.7342946779758207,5.8313031464711385,0.06476251462822234,364.0
392,7,335,0.7966527554901,5.809881023891794,0.07033223815670371,356.0
358,7,342,0.608621921617314,5.743898773199369,0.02057076382273613,354.0
362,7,336,0.6164817384377483,5.931617281061337,0.0678096535625019,354.0
365,7,308,0.6760638359305168,5.589168972972457,0.057112948081496626,354.0
373,7,311,0.6823859601828342,5.926786670229563,0.02521226939983425,354.0
366,7,308,0.6291816364030295,5.7347938033820975,0.04973058407922731,350.0
370,7,311,0.7270529170329025,5.826798631948957,0.03514901012994394,350.0
