agent_id,generation,parent_id,alpha,beta,trust,fitness
20,0,,0.6262916256774892,5.875862566720214,0.054538017652702275,384.0
47,0,,0.9379022143102967,3.577731219691545,0.05397627226705848,384.0
44,0,,0.042725518642187287,4.041093853653926,0.15261456213770852,378.0
34,0,,1.7995411647505348,2.2391422647660266,0.7364447531814575,374.0
13,0,,0.19271602501491658,2.744334975448112,0.37664328079880727,372.0
3,0,,0.4000394600038946,4.0808148447265005,0.47064508133799055,370.0
46,0,,0.7663328736784196,5.132226836593697,0.19039278867078901,370.0
49,0,,0.27249460284763727,3.1247199530799312,0.4988355447842153,368.0
15,0,,1.1294645932714893,2.976551047654462,0.25043291203520635,364.0
33,0,,0.53189122136142,4.011195155486089,0.6325812514655453,362.0
12,0,,1.9406859608245568,5.7993472452049915,0.8831150761701576,360.0
9,0,,0.7191028445193395,5.806673620355156,0.24511571884704164,358.0
35,0,,1.7902719724414775,7.628294020907875,0.8424380846452205,356.0
10,0,,1.633605438415959,6.451845159998786,0.49624237253077486,354.0
30,0,,1.1770048575959808,6.391289584526387,0.34940112144575886,338.0
48,0,,1.0974661709638651,6.97185111889219,0.6448800873997255,338.0
7,0,,0.5969908131109712,1.9940717090020974,0.05226368007971982,336.0
29,0,,0.3911748971736573,1.2218320443942727,0.10560113531866089,330.0
31,0,,1.633072463379716,3.2976577503759574,0.1537089391357488,326.0
37,0,,1.0801364899731292,2.6800981548316574,0.12396124232308936,318.0
38,0,,1.0866631324935279,1.7568293578684435,0.8083436598457462,310.0
25,0,,1.3809246689323658,1.2710049265508632,0.8998464593547627,306.0
0,0,,1.1062330063928132,7.773283633030675,0.2403631858134142,298.0
2,0,,1.4190472970498336,7.865714904674993,0.554691910591617,292.0
27,0,,1.1094517192266302,6.220098211860881,0.8246621914308483,284.0
19,0,,1.2232269229462458,3.9901212761053304,0.692232536047477,232.0
5,0,,2.9429768629893704,5.085842401302605,0.9662478173487742,212.0
11,0,,3.851438193283668,2.2526904876545464,0.2925558347230296,210.0
16,0,,3.026253736238386,4.941257910801422,0.6221100716960796,204.0
17,0,,2.8630230636887712,7.0718823127588895,0.5993127145466347,204.0
14,0,,2.698493868043207,1.0504805145519929,0.92384864750247,200.0
21,0,,3.039975553652986,2.7536489351927274,0.6977031237089565,200.0
41,0,,3.1733048947550544,5.011415314076161,0.523419835695694,200.0
26,0,,2.6700797794915334,5.377578860999292,0.5843605476639157,196.0
28,0,,3.692670747660438,7.029042034621217,0.20588715298291715,196.0
32,0,,2.338923321243277,5.538715403697007,0.31528864799103895,196.0
23,0,,3.793962981624463,5.057960902041588,0.18972673688330643,194.0
1,0,,3.044221966808654,3.559874902207117,0.3209802054145128,192.0
42,0,,3.7405763093073756,5.084811085712707,0.6978674796530754,192.0
8,0,,2.9395636735182915,4.270161561126275,0.6676750847110055,190.0
22,0,,2.486294829780666,7.2640718072678006,0.752632227620972,188.0
24,0,,2.477651029918008,4.558940226036281,0.3612741316101772,184.0
6,0,,2.2445898868907594,3.178683524279194,0.9751613194065922,180.0
39,0,,2.7830312495348846,2.7011436984504904,0.19909469674391822,176.0
4,0,,2.186719335478231,2.584115831004987,0.8575157959998189,172.0
43,0,,3.787310919831104,2.4545826336532013,0.14726360092863544,172.0
18,0,,2.5232167261144105,6.552879667299428,0.814908278560652,168.0
40,0,,2.08542888324572,3.7362771157108985,0.054064451821306925,168.0
45,0,,2.161641364483154,1.595463276368581,0.8317421513663663,166.0
36,0,,2.830469133477773,6.209710791947041,0.7158152716014966,162.0
52,1,20,0.6149842481225926,5.790116585526471,0.04943720022776567,392.0
59,1,47,1.0134059865888827,3.6601914447326487,0.05000154764249029,392.0
54,1,20,0.5640040149657353,5.825687356797636,0.03576312186214022,388.0
82,1,46,0.7632079868082144,5.237027248425177,0.20843411743865536,382.0
55,1,47,0.9169045737451101,3.6191562101079158,0.0527129415201035,378.0
78,1,3,0.3324808918013457,4.171650748304525,0.46400374031393904,378.0
61,1,44,0.10741832531923498,4.071003566382215,0.14045243165876975,376.0
76,1,3,0.39298396907530797,4.11074064235187,0.47237188282600995,376.0
89,1,49,0.19534930163977535,3.1511099686622113,0.5029264645406228,376.0
95,1,33,0.5563950147263668,3.9838129288986064,0.6374548584780632,374.0
75,1,3,0.32171854202432004,4.06940661706257,0.4566285721135448,372.0
87,1,49,0.34639606956571156,3.0568713841192894,0.5042981572710629,372.0
74,1,13,0.18079751283110393,2.657007157727908,0.3850134947181638,370.0
81,1,46,0.7787302191193004,5.155815974800705,0.1904827342036453,370.0
69,1,34,1.7914902605565843,2.205534106052582,0.7375501893433208,368.0
71,1,13,0.24926600373114793,2.67437826939096,0.36009227383835374,368.0
79,1,3,0.42811534035621485,3.9955067485267564,0.4677868150090964,368.0
96,1,33,0.5430080056686435,4.087648945381448,0.6433597567722573,368.0
56,1,47,0.981183744893161,3.5872879151391635,0.06233598391986996,366.0
62,1,44,0.0691218325500083,3.949758435584269,0.14479466577979222,366.0
57,1,47,0.8751122641387221,3.4860586015514485,0.05958169208441967,364.0
63,1,44,0.05040401153323589,4.070172734971936,0.15074030099995228,364.0
72,1,13,0.1471692757031601,2.7678558495809114,0.37308207420996675,364.0
86,1,49,0.23018459243365216,3.066870940347869,0.4959056860951692,362.0
98,1,33,0.5519014146908322,3.9250523287794152,0.6479106795138653,362.0
64,1,44,0.07443630693885042,4.079633663815392,0.1582812217065399,358.0
70,1,13,0.2320963788708674,2.724893231805005,0.38376381556244915,358.0
80,1,46,0.8660023023613432,5.138773248737424,0.18821403532682504,358.0
97,1,33,0.4462938337039649,4.074410613505535,0.6290345936490715,358.0
99,1,33,0.6043497241058358,3.93978991015549,0.6374371131485342,354.0
53,1,20,0.6160142928754131,5.77612029813778,0.05459029527373865,352.0
60,1,44,0.0533195833070653,4.1717070316013185,0.14880505230095603,352.0
65,1,34,1.815496405599444,2.177871577289463,0.7354093877902682,352.0
77,1,3,0.429391459957021,4.172067086313453,0.47294689906430726,350.0
83,1,46,0.7565349644333104,5.231050833631289,0.1789679716264065,350.0
58,1,47,0.9639404515839796,3.4458924931639747,0.05244454364068429,348.0
50,1,20,0.6413042496343492,5.845231584963481,0.05664327637038753,346.0
85,1,49,0.24253612082204531,3.134057881559369,0.4923010847836521,346.0
88,1,49,0.23178529383927418,3.1254195086603365,0.5086470579592145,346.0
51,1,20,0.6773443473896615,5.773398261409554,0.05002108751971609,344.0
84,1,46,0.7447389023996115,5.119035377959214,0.18250013115589817,344.0
73,1,13,0.15753725192128648,2.6150460024397386,0.3752880621334367,342.0
68,1,34,1.8997574007415086,2.200218369087756,0.73613166681962,320.0
66,1,34,1.8029124037525803,2.3079891329045545,0.7312185900180805,318.0
67,1,34,1.7136478938287425,2.244245879802408,0.7365510708563224,286.0
93,1,15,1.0817475471435523,2.9577926050587173,0.2335020093641983,276.0
94,1,15,1.0716827861287408,3.0682994346076726,0.25142448179809357,268.0
90,1,15,1.1145078069014782,3.001674929946443,0.24874467348027576,266.0
91,1,15,1.067918029319317,2.9942628090770897,0.23652675681058583,264.0
92,1,15,1.1160181182551936,3.003809071022771,0.2570913793597674,254.0
100,2,52,0.6418987764940036,5.900137326741346,0.049494880740616934,388.0
110,2,54,0.5774652405501238,5.777018996948205,0.040227422585102875,386.0
133,2,61,0.12228603852388643,4.11736537203682,0.13634029068827622,386.0
148,2,95,0.566838662750072,4.008038896700369,0.6372484661649137,386.0
102,2,52,0.6075323109465968,5.852185047285171,0.04206047869652176,382.0
109,2,59,1.1272108124949962,3.68956502855488,0.05632014625481496,382.0
122,2,55,0.9256251985536408,3.697456802791672,0.050912863744090917,382.0
119,2,82,0.7753150170864294,5.275181557458683,0.18693841486825719,378.0
139,2,76,0.39096539099961203,4.188492538395746,0.47635485635704883,378.0
101,2,52,0.5296628650143124,5.834088068804327,0.05864459957556322,376.0
108,2,59,0.990417401939454,3.6908557201406427,0.044951955431584624,376.0
129,2,78,0.35178546545758976,4.192170244451626,0.45909614483140293,376.0
141,2,89,0.1887364094520134,3.1185032994190562,0.5093068237504571,374.0
125,2,78,0.330680810263014,4.2583186353280365,0.4647866526805298,372.0
138,2,76,0.3566283098635133,3.9650903355455784,0.48844041357501755,372.0
147,2,95,0.5423984262115821,3.90932096090574,0.6331354835514384,372.0
131,2,61,0.1674090696621253,4.020393634691467,0.1550224576901347,370.0
137,2,76,0.37087242242121937,4.1079248200906555,0.4683047366824288,370.0
142,2,89,0.14083622826499886,3.2129972488468788,0.49243903468860317,370.0
143,2,89,0.1865402257572498,3.1075318959438127,0.5087541274553788,370.0
105,2,59,1.0309384596959867,3.6569009143919344,0.06319338133536838,368.0
126,2,78,0.2851456746382067,4.168649421497863,0.46307995200133223,366.0
128,2,78,0.3188260521976707,4.215761978389141,0.46426689550991734,366.0
135,2,76,0.36276922998561073,4.070234196211691,0.4721757896156428,366.0
127,2,78,0.4063873590451479,4.179592868704866,0.4684863517147986,364.0
140,2,89,0.19948646158827518,3.2827117046552807,0.5123419658613225,364.0
145,2,95,0.6304777783982843,3.8612475321303483,0.6296118755119308,364.0
144,2,89,0.24435700559396178,3.2555619152206696,0.4959682280583888,362.0
136,2,76,0.3723952845733037,4.148348180184818,0.48601301825262644,360.0
118,2,82,0.7103646286401305,5.260239821854552,0.21409577119754064,358.0
130,2,61,0.1181474835785982,4.140159002719009,0.13210219832312106,358.0
115,2,82,0.7927936602703981,5.258861023459663,0.20507063906305373,356.0
103,2,52,0.6023894044077206,5.783876443021472,0.04514921040413349,354.0
134,2,61,0.08065826780030069,3.9970535500624544,0.1287350014367778,354.0
149,2,95,0.5802243150688187,3.8880427774129824,0.6451498074809596,354.0
113,2,54,0.5969645429199301,5.846695828054884,0.048697598365443816,352.0
146,2,95,0.52410003577172,3.9819625217760297,0.6475893789979087,352.0
111,2,54,0.44193082386382554,5.8053388667206685,0.03302282231879827,348.0
112,2,54,0.5973674468826996,5.83710900726014,0.006813072109449123,346.0
117,2,82,0.7183589964466508,5.248129815867847,0.20258846448137607,346.0
120,2,55,0.9298389059769253,3.6733525514544105,0.06938690376158332,346.0
104,2,52,0.5960028504001622,5.7928607300162,0.03561326654808273,344.0
132,2,61,0.02979269809420365,4.025976993297875,0.13561454769021433,344.0
116,2,82,0.6765308177544169,5.18968434527003,0.20952966820039398,336.0
114,2,54,0.6112883937687201,5.980632515939941,0.042334902661314525,332.0
121,2,55,0.9347475098196882,3.6202489597635967,0.04896929999742545,330.0
123,2,55,0.8983378110919403,3.639908391671939,0.053834320904029134,328.0
124,2,55,0.9654626103661168,3.6587675154470287,0.051854515679030835,316.0
106,2,59,1.036131440638883,3.6272115637063287,0.056510676666800555,288.0
107,2,59,1.0983578012669042,3.6116117267706294,0.05060257011720989,268.0
174,3,102,0.6643792138533169,5.88735047831054,0.036797883639379574,394.0
152,3,100,0.5993552921712999,5.9978974030199455,0.04468482235048249,390.0
172,3,102,0.642437883990731,5.8788475883541995,0.058410995094971094,388.0
183,3,122,0.8731406814549535,3.685595353793894,0.05976238908400052,388.0
156,3,110,0.513080489098813,5.7180726500763335,0.06152263535768865,384.0
162,3,133,0.15788987085958986,3.9559663967429333,0.10308992448551038,384.0
198,3,101,0.5027564166557911,5.940036776152189,0.04207461574380342,384.0
195,3,101,0.4469186767294926,5.8446527917205,0.06100764532207046,382.0
159,3,110,0.5903656989659793,5.801732574290544,0.04621648315663882,380.0
167,3,148,0.5366367710675445,4.048612993390109,0.6207089219502256,378.0
185,3,119,0.7412984639678422,5.344322663353548,0.1845353270392697,378.0
197,3,101,0.48510496083730914,5.728036140331369,0.048748857375963295,378.0
186,3,119,0.7742984032074554,5.281242032610497,0.1769988968180443,376.0
